日期,时段序号,时间段,电价(元/kWh说明),电价(元/kWh),小区负载(kW),光伏功率(kW),负载电量(kWh),光伏电量(kWh),净负荷(kWh),计划购电量(kWh),实际购电量(kWh),紧急购电量(kWh),充电量(kWh),放电量(kWh),弃光电量(kWh),时段末储电量(kWh),该时段购电费(元)
2025-06-27,107,17:40-17:50,附件1单日曲线,1.074200,3465.174900,1167.153900,577.529150,194.525650,383.003500,383.003500,383.003500,0.000000,0.000000,0.000000,0.000000,10800.000000,411.422360
2025-06-27,108,17:50-18:00,附件1单日曲线,1.231300,3527.310000,1035.112500,587.885000,172.518750,415.366250,415.366250,415.366250,0.000000,0.000000,0.000000,0.000000,10800.000000,511.440464
2025-06-27,109,18:00-18:10,附件1单日曲线,1.256100,3265.751500,855.440200,544.291917,142.573367,401.718550,0.000000,0.000000,0.000000,0.000000,401.718550,0.000000,10353.646056,0.000000
2025-06-27,110,18:10-18:20,附件1单日曲线,1.244700,3339.343700,663.565700,556.557283,110.594283,445.963000,443.514000,443.514000,0.000000,0.000000,2.449000,0.000000,10350.924944,552.041876
2025-06-27,111,18:20-18:30,附件1单日曲线,1.254500,3626.860000,484.837500,604.476667,80.806250,523.670417,0.000000,0.000000,0.000000,0.000000,523.670417,0.000000,9769.068926,0.000000
2025-06-27,112,18:30-18:40,附件1单日曲线,1.252200,3396.585100,300.682100,566.097517,50.113683,515.983833,0.000000,0.000000,0.000000,0.000000,515.983833,0.000000,9195.753556,0.000000
2025-06-27,113,18:40-18:50,附件1单日曲线,1.288100,3366.245300,123.898300,561.040883,20.649717,540.391167,0.000000,0.000000,0.000000,0.000000,540.391167,0.000000,8595.318926,0.000000
2025-06-27,114,18:50-19:00,附件1单日曲线,1.346600,3683.600000,4.875000,613.933333,0.812500,613.120833,0.000000,0.000000,0.000000,0.000000,613.120833,0.000000,7914.073556,0.000000
2025-06-27,115,19:00-19:10,附件1单日曲线,1.352300,3734.449000,0.000000,622.408167,0.000000,622.408167,0.000000,0.000000,0.000000,0.000000,622.408167,0.000000,7222.508926,0.000000
2025-06-27,116,19:10-19:20,附件1单日曲线,1.344500,3623.829000,3.644600,603.971500,0.607433,603.364067,0.000000,0.000000,0.000000,0.000000,603.364067,0.000000,6552.104407,0.000000
2025-06-27,117,19:20-19:30,附件1单日曲线,1.348300,3522.960000,0.000000,587.160000,0.000000,587.160000,0.000000,0.000000,0.000000,0.000000,587.160000,0.000000,5899.704407,0.000000
2025-06-27,118,19:30-19:40,附件1单日曲线,1.349000,3498.008100,0.000000,583.001350,0.000000,583.001350,0.000000,0.000000,0.000000,0.000000,583.001350,0.000000,5251.925130,0.000000
2025-06-27,119,19:40-19:50,附件1单日曲线,1.347300,3675.520100,0.261700,612.586683,0.043617,612.543067,0.000000,0.000000,0.000000,0.000000,612.543067,0.000000,4571.321722,0.000000
2025-06-27,120,19:50-20:00,附件1单日曲线,1.348200,3848.930000,0.000000,641.488333,0.000000,641.488333,0.000000,0.000000,0.000000,0.000000,641.488333,0.000000,3858.556907,0.000000
2025-06-27,121,20:00-20:10,附件1单日曲线,1.351300,3656.508900,0.000000,609.418150,0.000000,609.418150,0.000000,0.000000,0.000000,0.000000,609.418150,0.000000,3181.425630,0.000000
2025-06-27,122,20:10-20:20,附件1单日曲线,1.340000,3496.441800,0.018800,582.740300,0.003133,582.737167,0.000000,0.000000,0.000000,0.000000,582.737167,0.000000,2533.939889,0.000000
2025-06-27,123,20:20-20:30,附件1单日曲线,1.348900,3557.710000,0.000000,592.951667,0.000000,592.951667,0.000000,0.000000,0.000000,0.000000,592.951667,0.000000,1875.104704,0.000000
2025-06-27,124,20:30-20:40,附件1单日曲线,1.395200,3645.565400,0.000000,607.594233,0.000000,607.594233,0.000000,0.000000,0.000000,0.000000,607.594233,0.000000,1200.000000,0.000000
2025-06-27,125,20:40-20:50,附件1单日曲线,1.222600,3642.995100,0.001300,607.165850,0.000217,607.165633,607.165633,607.165633,0.000000,0.000000,0.000000,0.000000,1200.000000,742.320703
2025-06-27,126,20:50-21:00,附件1单日曲线,0.933200,3469.520000,0.000000,578.253333,0.000000,578.253333,578.253333,578.253333,0.000000,0.000000,0.000000,0.000000,1200.000000,539.626011
2025-06-27,127,21:00-21:10,附件1单日曲线,0.906800,3197.545300,0.000000,532.924217,0.000000,532.924217,532.924217,532.924217,0.000000,0.000000,0.000000,0.000000,1200.000000,483.255680
2025-06-27,128,21:10-21:20,附件1单日曲线,0.937100,3419.951700,0.000000,569.991950,0.000000,569.991950,569.991950,569.991950,0.000000,0.000000,0.000000,0.000000,1200.000000,534.139456
2025-06-27,129,21:20-21:30,附件1单日曲线,0.937100,3940.950000,0.000000,656.825000,0.000000,656.825000,656.825000,656.825000,0.000000,0.000000,0.000000,0.000000,1200.000000,615.510708
2025-06-27,130,21:30-21:40,附件1单日曲线,0.987100,3887.235700,0.000000,647.872617,0.000000,647.872617,647.872617,647.872617,0.000000,0.000000,0.000000,0.000000,1200.000000,639.515060
2025-06-27,131,21:40-21:50,附件1单日曲线,0.776400,3358.737100,0.000000,559.789517,0.000000,559.789517,559.789517,559.789517,0.000000,0.000000,0.000000,0.000000,1200.000000,434.620581
2025-06-27,132,21:50-22:00,附件1单日曲线,0.420900,2906.590000,0.000000,484.431667,0.000000,484.431667,1317.765000,1317.765000,0.000000,833.333333,0.000000,0.000000,1950.000000,554.647289
2025-06-27,133,22:00-22:10,附件1单日曲线,0.385900,3003.032300,0.000000,500.505383,0.000000,500.505383,1333.838717,1333.838717,0.000000,833.333333,0.000000,0.000000,2700.000000,514.728361
2025-06-27,134,22:10-22:20,附件1单日曲线,0.436800,3047.804200,0.000000,507.967367,0.000000,507.967367,507.967367,507.967367,0.000000,0.000000,0.000000,0.000000,2700.000000,221.880146
2025-06-27,135,22:20-22:30,附件1单日曲线,0.419800,2950.990000,0.000000,491.831667,0.000000,491.831667,1325.165000,1325.165000,0.000000,833.333333,0.000000,0.000000,3450.000000,556.304267
2025-06-27,136,22:30-22:40,附件1单日曲线,0.418600,3158.414100,0.000000,526.402350,0.000000,526.402350,1359.735683,1359.735683,0.000000,833.333333,0.000000,0.000000,4200.000000,569.185357
2025-06-27,137,22:40-22:50,附件1单日曲线,0.424100,3170.611900,0.000000,528.435317,0.000000,528.435317,528.435317,528.435317,0.000000,0.000000,0.000000,0.000000,4200.000000,224.109418
2025-06-27,138,22:50-23:00,附件1单日曲线,0.423700,3024.030000,0.000000,504.005000,0.000000,504.005000,1337.338333,1337.338333,0.000000,833.333333,0.000000,0.000000,4950.000000,566.630252
2025-06-27,139,23:00-23:10,附件1单日曲线,0.424800,3242.627800,0.000000,540.437967,0.000000,540.437967,540.437967,540.437967,0.000000,0.000000,0.000000,0.000000,4950.000000,229.578048
2025-06-27,140,23:10-23:20,附件1单日曲线,0.424000,3216.657300,0.000000,536.109550,0.000000,536.109550,869.442883,869.442883,0.000000,333.333333,0.000000,0.000000,5250.000000,368.643783
2025-06-27,141,23:20-23:30,附件1单日曲线,0.422000,2942.740000,0.000000,490.456667,0.000000,490.456667,1323.790000,1323.790000,0.000000,833.333333,0.000000,0.000000,6000.000000,558.639380
2025-06-27,142,23:30-23:40,附件1单日曲线,0.424000,3050.158900,0.000000,508.359817,0.000000,508.359817,508.359817,508.359817,0.000000,0.000000,0.000000,0.000000,6000.000000,215.544562
2025-06-27,143,23:40-23:50,附件1单日曲线,0.427100,3126.241000,0.000000,521.040167,0.000000,521.040167,521.040167,521.040167,0.000000,0.000000,0.000000,0.000000,6000.000000,222.536255
2025-06-27,144,23:50-0:00+1,附件1单日曲线,0.427600,2963.580000,0.000000,493.930000,0.000000,493.930000,493.930000,493.930000,0.000000,0.000000,0.000000,0.000000,6000.000000,211.204468
2025-06-28,1,0:00-0:10,附件1单日曲线,0.424800,2818.117000,0.000000,469.686167,0.000000,469.686167,469.686167,469.686167,0.000000,0.000000,0.000000,0.000000,6000.000000,199.522684
2025-06-28,2,0:10-0:20,附件1单日曲线,0.424500,2883.601100,0.000000,480.600183,0.000000,480.600183,480.600183,480.600183,0.000000,0.000000,0.000000,0.000000,6000.000000,204.014778
2025-06-28,3,0:20-0:30,附件1单日曲线,0.426900,3035.660000,0.000000,505.943333,0.000000,505.943333,505.943333,505.943333,0.000000,0.000000,0.000000,0.000000,6000.000000,215.987209
2025-06-28,4,0:30-0:40,附件1单日曲线,0.427200,3002.790700,0.000000,500.465117,0.000000,500.465117,500.465117,500.465117,0.000000,0.000000,0.000000,0.000000,6000.000000,213.798698
2025-06-28,5,0:40-0:50,附件1单日曲线,0.427100,3091.273400,0.000000,515.212233,0.000000,515.212233,515.212233,515.212233,0.000000,0.000000,0.000000,0.000000,6000.000000,220.047145
2025-06-28,6,0:50-1:00,附件1单日曲线,0.428500,3230.060000,0.000000,538.343333,0.000000,538.343333,538.343333,538.343333,0.000000,0.000000,0.000000,0.000000,6000.000000,230.680118
2025-06-28,7,1:00-1:10,附件1单日曲线,0.431100,3025.646500,0.000000,504.274417,0.000000,504.274417,504.274417,504.274417,0.000000,0.000000,0.000000,0.000000,6000.000000,217.392701
2025-06-28,8,1:10-1:20,附件1单日曲线,0.430200,2873.771200,0.000000,478.961867,0.000000,478.961867,478.961867,478.961867,0.000000,0.000000,0.000000,0.000000,6000.000000,206.049395
2025-06-28,9,1:20-1:30,附件1单日曲线,0.427900,2893.190000,0.000000,482.198333,0.000000,482.198333,482.198333,482.198333,0.000000,0.000000,0.000000,0.000000,6000.000000,206.332667
2025-06-28,10,1:30-1:40,附件1单日曲线,0.431200,2836.952800,0.000000,472.825467,0.000000,472.825467,472.825467,472.825467,0.000000,0.000000,0.000000,0.000000,6000.000000,203.882341
2025-06-28,11,1:40-1:50,附件1单日曲线,0.433300,2899.197700,0.000000,483.199617,0.000000,483.199617,483.199617,483.199617,0.000000,0.000000,0.000000,0.000000,6000.000000,209.370394
2025-06-28,12,1:50-2:00,附件1单日曲线,0.431100,3017.920000,0.000000,502.986667,0.000000,502.986667,502.986667,502.986667,0.000000,0.000000,0.000000,0.000000,6000.000000,216.837552
2025-06-28,13,2:00-2:10,附件1单日曲线,0.429300,2896.735900,0.000000,482.789317,0.000000,482.789317,482.789317,482.789317,0.000000,0.000000,0.000000,0.000000,6000.000000,207.261454
2025-06-28,14,2:10-2:20,附件1单日曲线,0.432400,2776.390800,0.000000,462.731800,0.000000,462.731800,462.731800,462.731800,0.000000,0.000000,0.000000,0.000000,6000.000000,200.085230
2025-06-28,15,2:20-2:30,附件1单日曲线,0.436700,2760.430000,0.000000,460.071667,0.000000,460.071667,460.071667,460.071667,0.000000,0.000000,0.000000,0.000000,6000.000000,200.913297
2025-06-28,16,2:30-2:40,附件1单日曲线,0.434800,2698.265100,0.000000,449.710850,0.000000,449.710850,449.710850,449.710850,0.000000,0.000000,0.000000,0.000000,6000.000000,195.534278
2025-06-28,17,2:40-2:50,附件1单日曲线,0.433500,2535.011700,0.000000,422.501950,0.000000,422.501950,422.501950,422.501950,0.000000,0.000000,0.000000,0.000000,6000.000000,183.154595
2025-06-28,18,2:50-3:00,附件1单日曲线,0.435700,2469.580000,0.000000,411.596667,0.000000,411.596667,411.596667,411.596667,0.000000,0.000000,0.000000,0.000000,6000.000000,179.332668
2025-06-28,19,3:00-3:10,附件1单日曲线,0.437400,2742.498900,0.001700,457.083150,0.000283,457.082867,457.082867,457.082867,0.000000,0.000000,0.000000,0.000000,6000.000000,199.928046
2025-06-28,20,3:10-3:20,附件1单日曲线,0.437100,2878.338500,0.000000,479.723083,0.000000,479.723083,479.723083,479.723083,0.000000,0.000000,0.000000,0.000000,6000.000000,209.686960
2025-06-28,21,3:20-3:30,附件1单日曲线,0.435600,2787.310000,0.000000,464.551667,0.000000,464.551667,464.551667,464.551667,0.000000,0.000000,0.000000,0.000000,6000.000000,202.358706
2025-06-28,22,3:30-3:40,附件1单日曲线,0.435300,2823.187000,0.023000,470.531167,0.003833,470.527333,470.527333,470.527333,0.000000,0.000000,0.000000,0.000000,6000.000000,204.820548
2025-06-28,23,3:40-3:50,附件1单日曲线,0.436000,2853.993400,0.000000,475.665567,0.000000,475.665567,475.665567,475.665567,0.000000,0.000000,0.000000,0.000000,6000.000000,207.390187
2025-06-28,24,3:50-4:00,附件1单日曲线,0.437800,2813.340000,0.000000,468.890000,0.000000,468.890000,468.890000,468.890000,0.000000,0.000000,0.000000,0.000000,6000.000000,205.280042
2025-06-28,25,4:00-4:10,附件1单日曲线,0.440100,2779.359800,0.320500,463.226633,0.053417,463.173217,0.000000,0.000000,0.000000,0.000000,463.173217,0.000000,5485.363093,0.000000
2025-06-28,26,4:10-4:20,附件1单日曲线,0.438900,2648.093600,0.000000,441.348933,0.000000,441.348933,88.820417,88.820417,0.000000,0.000000,352.528517,0.000000,5093.664741,38.983281
2025-06-28,27,4:20-4:30,附件1单日曲线,0.436400,2560.120000,0.000000,426.686667,0.000000,426.686667,426.686667,426.686667,0.000000,0.000000,0.000000,0.000000,5093.664741,186.206061
2025-06-28,28,4:30-4:40,附件1单日曲线,0.439300,2796.897500,4.464500,466.149583,0.744083,465.405500,0.000000,0.000000,0.000000,0.000000,465.405500,0.000000,4576.547519,0.000000
2025-06-28,29,4:40-4:50,附件1单日曲线,0.442200,3041.775300,0.000000,506.962550,0.000000,506.962550,0.000000,0.000000,0.000000,0.000000,506.962550,0.000000,4013.255796,0.000000
2025-06-28,30,4:50-5:00,附件1单日曲线,0.439500,2987.110000,3.975000,497.851667,0.662500,497.189167,0.000000,0.000000,0.000000,0.000000,497.189167,0.000000,3460.823389,0.000000
2025-06-28,31,5:00-5:10,附件1单日曲线,0.433300,2637.339200,139.207400,439.556533,23.201233,416.355300,416.355300,416.355300,0.000000,0.000000,0.000000,0.000000,3460.823389,180.406751
2025-06-28,32,5:10-5:20,附件1单日曲线,0.443900,2566.051300,318.223800,427.675217,53.037300,374.637917,0.000000,0.000000,0.000000,0.000000,374.637917,0.000000,3044.559037,0.000000
2025-06-28,33,5:20-5:30,附件1单日曲线,0.430100,2755.030000,499.687500,459.171667,83.281250,375.890417,375.890417,375.890417,0.000000,0.000000,0.000000,0.000000,3044.559037,161.670468
2025-06-28,34,5:30-5:40,附件1单日曲线,0.371300,2687.320700,704.702200,447.886783,117.450367,330.436417,330.436417,330.436417,0.000000,0.000000,0.000000,0.000000,3044.559037,122.691042
2025-06-28,35,5:40-5:50,附件1单日曲线,0.570800,2750.455800,897.047800,458.409300,149.507967,308.901333,0.000000,0.000000,0.000000,0.000000,308.901333,0.000000,2701.335333,0.000000
2025-06-28,36,5:50-6:00,附件1单日曲线,0.909900,2887.670000,1075.800000,481.278333,179.300000,301.978333,0.000000,0.000000,0.000000,0.000000,301.978333,0.000000,2365.803852,0.000000
2025-06-28,37,6:00-6:10,附件1单日曲线,0.936800,2624.331700,1284.301100,437.388617,214.050183,223.338433,0.000000,0.000000,0.000000,0.000000,223.338433,0.000000,2117.650037,0.000000
2025-06-28,38,6:10-6:20,附件1单日曲线,0.875800,2499.553900,1538.828800,416.592317,256.471467,160.120850,0.000000,0.000000,0.000000,0.000000,160.120850,0.000000,1939.737981,0.000000
2025-06-28,39,6:20-6:30,附件1单日曲线,0.875900,2661.390000,1797.712500,443.565000,299.618750,143.946250,0.000000,0.000000,0.000000,0.000000,143.946250,0.000000,1779.797704,0.000000
2025-06-28,40,6:30-6:40,附件1单日曲线,0.860100,2738.113600,1996.685700,456.352267,332.780950,123.571317,0.000000,0.000000,0.000000,0.000000,123.571317,0.000000,1642.496241,0.000000
2025-06-28,41,6:40-6:50,附件1单日曲线,0.844200,2875.519500,2183.759500,479.253250,363.959917,115.293333,0.000000,0.000000,0.000000,0.000000,115.293333,0.000000,1514.392537,0.000000
2025-06-28,42,6:50-7:00,附件1单日曲线,0.833400,3101.920000,2439.037500,516.986667,406.506250,110.480417,0.000000,0.000000,0.000000,0.000000,110.480417,0.000000,1391.636519,0.000000
2025-06-28,43,7:00-7:10,附件1单日曲线,0.809200,3226.433000,2786.697700,537.738833,464.449617,73.289217,0.000000,0.000000,0.000000,0.000000,73.289217,0.000000,1310.204056,0.000000
2025-06-28,44,7:10-7:20,附件1单日曲线,0.797200,3204.684000,3022.080100,534.114000,503.680017,30.433983,0.000000,0.000000,0.000000,0.000000,30.433983,0.000000,1276.388519,0.000000
2025-06-28,45,7:20-7:30,附件1单日曲线,0.764400,3195.020000,3081.975000,532.503333,513.662500,18.840833,0.000000,0.000000,0.000000,0.000000,18.840833,0.000000,1255.454259,0.000000
2025-06-28,46,7:30-7:40,附件1单日曲线,0.689900,3373.155000,3115.109100,562.192500,519.184850,43.007650,0.000000,0.000000,0.000000,0.000000,43.007650,0.000000,1207.667981,0.000000
2025-06-28,47,7:40-7:50,附件1单日曲线,0.860000,3353.180600,3311.773500,558.863433,551.962250,6.901183,0.000000,0.000000,0.000000,0.000000,6.901183,0.000000,1200.000000,0.000000
2025-06-28,48,7:50-8:00,附件1单日曲线,1.161700,3110.320000,3611.362500,518.386667,601.893750,-83.507083,0.000000,0.000000,0.000000,39.425123,0.000000,44.081960,1235.482611,0.000000
2025-06-28,49,8:00-8:10,附件1单日曲线,1.168300,3026.857800,3785.251700,504.476300,630.875283,-126.398983,0.000000,0.000000,0.000000,833.333333,706.934350,0.000000,1200.000000,0.000000
2025-06-28,50,8:10-8:20,附件1单日曲线,1.095600,3096.249100,3961.848700,516.041517,660.308117,-144.266600,0.000000,0.000000,0.000000,0.000000,0.000000,144.266600,1200.000000,0.000000
2025-06-28,51,8:20-8:30,附件1单日曲线,1.084900,3123.920000,4195.350000,520.653333,699.225000,-178.571667,0.000000,0.000000,0.000000,833.333333,675.000000,20.238333,1200.000000,0.000000
2025-06-28,52,8:30-8:40,附件1单日曲线,1.061000,2983.298300,4358.848100,497.216383,726.474683,-229.258300,0.000000,0.000000,0.000000,195.473251,0.000000,33.785049,1375.925926,0.000000
2025-06-28,53,8:40-8:50,附件1单日曲线,1.043000,3135.196100,4285.391200,522.532683,714.231867,-191.699183,0.000000,0.000000,0.000000,833.333333,833.333333,191.699183,1200.000000,0.000000
2025-06-28,54,8:50-9:00,附件1单日曲线,1.036000,3601.600000,4234.537500,600.266667,705.756250,-105.489583,0.000000,0.000000,0.000000,35.084259,0.000000,70.405324,1231.575833,0.000000
2025-06-28,55,9:00-9:10,附件1单日曲线,1.014700,3896.326200,4675.816700,649.387700,779.302783,-129.915083,0.000000,0.000000,0.000000,833.333333,703.418250,0.000000,1200.000000,0.000000
2025-06-28,56,9:10-9:20,附件1单日曲线,0.992200,3860.171700,5193.451800,643.361950,865.575300,-222.213350,0.000000,0.000000,0.000000,0.000000,0.000000,222.213350,1200.000000,0.000000
2025-06-28,57,9:20-9:30,附件1单日曲线,0.970000,3723.080000,5454.562500,620.513333,909.093750,-288.580417,0.000000,0.000000,0.000000,0.000000,0.000000,288.580417,1200.000000,0.000000
2025-06-28,58,9:30-9:40,附件1单日曲线,0.942200,3848.778700,5522.981500,641.463117,920.496917,-279.033800,0.000000,0.000000,0.000000,833.333333,675.000000,120.700467,1200.000000,0.000000
2025-06-28,59,9:40-9:50,附件1单日曲线,0.956900,3946.475400,5788.687600,657.745900,964.781267,-307.035367,0.000000,0.000000,0.000000,833.333333,675.000000,148.702033,1200.000000,0.000000
2025-06-28,60,9:50-10:00,附件1单日曲线,0.997700,3880.710000,6157.800000,646.785000,1026.300000,-379.515000,0.000000,0.000000,0.000000,833.333333,675.000000,221.181667,1200.000000,0.000000
2025-06-28,61,10:00-10:10,附件1单日曲线,0.991900,3819.934100,6197.684200,636.655683,1032.947367,-396.291683,0.000000,0.000000,0.000000,833.333333,675.000000,237.958350,1200.000000,0.000000
2025-06-28,62,10:10-10:20,附件1单日曲线,0.958800,3850.946700,6347.952900,641.824450,1057.992150,-416.167700,0.000000,0.000000,0.000000,833.333333,675.000000,257.834367,1200.000000,0.000000
2025-06-28,63,10:20-10:30,附件1单日曲线,0.954900,3849.540000,6800.587500,641.590000,1133.431250,-491.841250,0.000000,0.000000,0.000000,833.333333,675.000000,333.507917,1200.000000,0.000000
2025-06-28,64,10:30-10:40,附件1单日曲线,0.983900,3663.469100,7273.575600,610.578183,1212.262600,-601.684417,0.000000,0.000000,0.000000,833.333333,675.000000,443.351083,1200.000000,0.000000
2025-06-28,65,10:40-10:50,附件1单日曲线,0.799000,3745.163900,7491.305300,624.193983,1248.550883,-624.356900,0.000000,0.000000,0.000000,0.000000,0.000000,624.356900,1200.000000,0.000000
2025-06-28,66,10:50-11:00,附件1单日曲线,0.502500,3986.260000,7524.000000,664.376667,1254.000000,-589.623333,0.000000,0.000000,0.000000,0.000000,0.000000,589.623333,1200.000000,0.000000
2025-06-28,67,11:00-11:10,附件1单日曲线,0.466200,3828.860800,7668.127300,638.143467,1278.021217,-639.877750,0.000000,0.000000,0.000000,0.000000,0.000000,639.877750,1200.000000,0.000000
2025-06-28,68,11:10-11:20,附件1单日曲线,0.500700,3743.811700,7777.635100,623.968617,1296.272517,-672.303900,0.000000,0.000000,0.000000,833.333333,675.000000,513.970567,1200.000000,0.000000
2025-06-28,69,11:20-11:30,附件1单日曲线,0.482700,3802.610000,7790.137500,633.768333,1298.356250,-664.587917,0.000000,0.000000,0.000000,1.884700,0.000000,662.703217,1201.696230,0.000000
2025-06-28,70,11:30-11:40,附件1单日曲线,0.478500,3619.515700,7846.553100,603.252617,1307.758850,-704.506233,0.000000,0.000000,0.000000,704.506233,0.000000,0.000000,1835.751840,0.000000
2025-06-28,71,11:40-11:50,附件1单日曲线,0.466200,3610.686900,8098.447000,601.781150,1349.741167,-747.960017,0.000000,0.000000,0.000000,747.960017,0.000000,0.000000,2508.915855,0.000000
2025-06-28,72,11:50-12:00,附件1单日曲线,0.443200,3793.310000,8459.325000,632.218333,1409.887500,-777.669167,0.000000,0.000000,0.000000,777.669167,0.000000,0.000000,3208.818105,0.000000
2025-06-28,73,12:00-12:10,附件1单日曲线,0.441100,3750.628500,8626.244100,625.104750,1437.707350,-812.602600,0.000000,0.000000,0.000000,812.602600,0.000000,0.000000,3940.160445,0.000000
2025-06-28,74,12:10-12:20,附件1单日曲线,0.455100,3740.124000,8397.883100,623.354000,1399.647183,-776.293183,0.000000,0.000000,0.000000,776.293183,0.000000,0.000000,4638.824310,0.000000
2025-06-28,75,12:20-12:30,附件1单日曲线,0.446300,3808.270000,7902.075000,634.711667,1317.012500,-682.300833,0.000000,0.000000,0.000000,682.300833,0.000000,0.000000,5252.895060,0.000000
2025-06-28,76,12:30-12:40,附件1单日曲线,0.411300,3699.057600,7521.207900,616.509600,1253.534650,-637.025050,0.000000,0.000000,0.000000,637.025050,0.000000,0.000000,5826.217605,0.000000
2025-06-28,77,12:40-12:50,附件1单日曲线,0.568200,3496.513700,7436.798000,582.752283,1239.466333,-656.714050,0.000000,0.000000,0.000000,656.714050,0.000000,0.000000,6417.260250,0.000000
2025-06-28,78,12:50-13:00,附件1单日曲线,0.827900,3488.260000,7445.137500,581.376667,1240.856250,-659.479583,0.000000,0.000000,0.000000,659.479583,0.000000,0.000000,7010.791875,0.000000
2025-06-28,79,13:00-13:10,附件1单日曲线,0.863600,3874.088800,7167.799100,645.681467,1194.633183,-548.951717,0.000000,0.000000,0.000000,548.951717,0.000000,0.000000,7504.848420,0.000000
2025-06-28,80,13:10-13:20,附件1单日曲线,0.841600,4071.431100,6844.024300,678.571850,1140.670717,-462.098867,0.000000,0.000000,0.000000,462.098867,0.000000,0.000000,7920.737400,0.000000
2025-06-28,81,13:20-13:30,附件1单日曲线,0.861800,3899.690000,6638.137500,649.948333,1106.356250,-456.407917,0.000000,0.000000,0.000000,456.407917,0.000000,0.000000,8331.504525,0.000000
2025-06-28,82,13:30-13:40,附件1单日曲线,0.862300,3727.748400,6437.675000,621.291400,1072.945833,-451.654433,0.000000,0.000000,0.000000,451.654433,0.000000,0.000000,8737.993515,0.000000
2025-06-28,83,13:40-13:50,附件1单日曲线,0.902600,3720.052600,5981.258700,620.008767,996.876450,-376.867683,0.000000,0.000000,0.000000,376.867683,0.000000,0.000000,9077.174430,0.000000
2025-06-28,84,13:50-14:00,附件1单日曲线,0.975400,3822.240000,5571.637500,637.040000,928.606250,-291.566250,0.000000,0.000000,0.000000,291.566250,0.000000,0.000000,9339.584055,0.000000
2025-06-28,85,14:00-14:10,附件1单日曲线,1.000200,3850.071600,5757.189400,641.678600,959.531567,-317.852967,0.000000,0.000000,0.000000,317.852967,0.000000,0.000000,9625.651725,0.000000
2025-06-28,86,14:10-14:20,附件1单日曲线,0.997800,3752.088200,5717.325300,625.348033,952.887550,-327.539517,0.000000,0.000000,0.000000,327.539517,0.000000,0.000000,9920.437290,0.000000
2025-06-28,87,14:20-14:30,附件1单日曲线,1.027100,3689.400000,5276.737500,614.900000,879.456250,-264.556250,0.000000,0.000000,0.000000,264.556250,0.000000,0.000000,10158.537915,0.000000
2025-06-28,88,14:30-14:40,附件1单日曲线,1.090600,3877.232200,5062.659500,646.205367,843.776583,-197.571217,0.000000,0.000000,0.000000,197.571217,0.000000,0.000000,10336.352010,0.000000
2025-06-28,89,14:40-14:50,附件1单日曲线,0.937600,4045.714100,4941.796500,674.285683,823.632750,-149.347067,0.000000,0.000000,0.000000,149.347067,0.000000,0.000000,10470.764370,0.000000
2025-06-28,90,14:50-15:00,附件1单日曲线,0.669400,4003.330000,4709.925000,667.221667,784.987500,-117.765833,0.000000,0.000000,0.000000,117.765833,0.000000,0.000000,10576.753620,0.000000
2025-06-28,91,15:00-15:10,附件1单日曲线,0.660000,3825.035000,4384.973300,637.505833,730.828883,-93.323050,0.000000,0.000000,0.000000,93.323050,0.000000,0.000000,10660.744365,0.000000
2025-06-28,92,15:10-15:20,附件1单日曲线,0.721700,3827.455100,4326.335400,637.909183,721.055900,-83.146717,0.000000,0.000000,0.000000,83.146717,0.000000,0.000000,10735.576410,0.000000
2025-06-28,93,15:20-15:30,附件1单日曲线,0.730800,3978.420000,4371.525000,663.070000,728.587500,-65.517500,0.000000,0.000000,0.000000,65.517500,0.000000,0.000000,10794.542160,0.000000
2025-06-28,94,15:30-15:40,附件1单日曲线,0.753400,3979.884600,4016.270200,663.314100,669.378367,-6.064267,0.000000,0.000000,0.000000,6.064267,0.000000,0.000000,10800.000000,0.000000
2025-06-28,95,15:40-15:50,附件1单日曲线,0.782300,4078.480800,3784.237800,679.746800,630.706300,49.040500,49.040500,49.040500,0.000000,0.000000,0.000000,0.000000,10800.000000,38.364383
2025-06-28,96,15:50-16:00,附件1单日曲线,0.805500,4210.630000,3821.475000,701.771667,636.912500,64.859167,64.859167,64.859167,0.000000,0.000000,0.000000,0.000000,10800.000000,52.244059
2025-06-28,97,16:00-16:10,附件1单日曲线,0.827100,4052.612900,3711.837200,675.435483,618.639533,56.795950,56.795950,56.795950,0.000000,0.000000,0.000000,0.000000,10800.000000,46.975930
2025-06-28,98,16:10-16:20,附件1单日曲线,0.851900,4020.740700,3363.471400,670.123450,560.578567,109.544883,109.544883,109.544883,0.000000,0.000000,0.000000,0.000000,10800.000000,93.321286
2025-06-28,99,16:20-16:30,附件1单日曲线,0.879100,4202.230000,2954.925000,700.371667,492.487500,207.884167,207.884167,207.884167,0.000000,0.000000,0.000000,0.000000,10800.000000,182.750971
2025-06-28,100,16:30-16:40,附件1单日曲线,0.902400,4214.784600,2743.551000,702.464100,457.258500,245.205600,245.205600,245.205600,0.000000,0.000000,0.000000,0.000000,10800.000000,221.273533
2025-06-28,101,16:40-16:50,附件1单日曲线,0.916300,3888.161400,2579.190100,648.026900,429.865017,218.161883,218.161883,218.161883,0.000000,0.000000,0.000000,0.000000,10800.000000,199.901734
