口径,日期,购电时间段,购电量(kWh),时段数
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-11-26,0:40-1:00,47.502706,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-11-26,2:10-2:50,63.023456,4
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-11-26,3:40-3:50,0.163686,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-11-26,5:40-6:30,398.327894,5
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-11-26,7:00-11:00,3886.713100,24
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-11-26,15:50-16:00,69.282378,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-11-26,16:50-17:40,212.590039,5
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-11-26,18:10-18:20,21.270122,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-11-26,18:30-19:10,59.338061,4
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-11-26,20:10-20:30,30.837294,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-11-26,21:00-21:40,102.476783,4
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-11-26,22:10-22:30,18.793822,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-11-26,23:00-23:30,39.150667,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-11-26,23:50-0:00+1,15.900750,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-11-27,0:20-0:50,51.253858,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-11-27,1:20-2:00,105.393828,4
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-11-27,3:10-3:30,26.437328,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-11-27,3:40-4:20,50.540111,4
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-11-27,4:30-5:00,81.159700,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-11-27,5:40-6:10,199.535217,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-11-27,6:20-6:30,26.638294,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-11-27,6:50-10:10,2725.761992,20
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-11-27,10:20-10:30,21.692464,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-11-27,11:00-11:50,442.315897,5
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-11-27,12:40-13:00,147.341206,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-11-27,13:50-14:00,0.162550,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-11-27,14:40-15:00,47.096206,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-11-27,15:50-16:00,6.258783,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-11-27,16:50-17:50,341.718369,6
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-11-27,18:20-18:30,13.431408,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-11-27,19:00-19:20,14.671050,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-11-27,19:30-20:40,112.664517,7
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-11-27,21:00-21:40,226.608411,4
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-11-27,22:00-22:20,15.350056,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-11-27,22:30-22:50,45.562289,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-11-27,23:10-23:20,4.304208,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-11-29,1:10-1:20,5.281647,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-11-29,1:40-2:40,95.600089,6
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-11-29,3:30-4:00,57.808508,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-11-29,4:20-4:40,52.485822,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-11-29,5:30-5:40,0.491475,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-11-29,6:00-7:50,711.555658,11
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-11-29,8:00-9:30,422.277825,9
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-11-29,14:50-15:00,37.109394,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-11-29,17:30-17:40,2.779928,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-11-29,18:20-18:30,2.180342,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-11-29,18:50-19:00,14.133675,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-11-29,20:00-20:20,44.590428,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-11-29,20:40-21:40,107.898878,6
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-11-29,22:00-22:20,11.329172,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-11-29,22:30-0:00+1,475.839550,9
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-11-30,0:00-0:00+1,47780.743833,144
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-01,0:00-5:30,2093.472750,33
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-01,5:40-8:50,2935.335644,19
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-01,9:00-11:10,2475.701581,13
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-01,11:30-11:50,21.169828,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-01,12:50-13:00,71.951469,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-01,16:50-17:40,254.247958,5
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-01,18:10-18:30,28.583639,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-01,18:40-19:00,30.875306,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-01,19:30-20:30,86.960942,6
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-01,20:50-21:40,177.073675,5
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-01,22:00-22:10,2.972075,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-01,22:40-23:20,76.050600,4
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-01,23:30-0:00+1,101.280833,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-02,1:20-1:30,16.794825,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-02,1:40-2:00,72.273667,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-02,2:20-3:00,105.493717,4
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-02,3:30-4:00,56.003150,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-02,4:40-5:10,12.639781,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-02,5:40-6:50,217.354689,7
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-02,7:00-9:40,1780.041272,16
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-02,10:00-10:20,75.191839,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-02,16:50-17:40,341.765369,5
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-02,18:10-19:00,173.046386,5
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-02,19:20-20:10,88.057019,5
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-02,20:40-21:40,279.660772,6
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-02,22:10-22:40,29.846183,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-02,23:20-23:40,14.563078,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-03,0:10-0:50,20.846083,4
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-03,1:00-1:20,22.900206,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-03,1:30-1:50,18.518189,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-03,2:20-2:30,4.518811,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-03,3:40-5:00,136.876950,8
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-03,5:40-6:00,167.830817,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-03,6:20-6:30,10.377219,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-03,7:00-7:30,369.468675,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-03,7:40-14:00,5820.643600,38
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-03,14:20-15:00,361.643278,4
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-03,15:50-16:00,47.000078,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-03,17:00-17:40,176.262156,4
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-03,19:00-19:10,0.009183,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-03,20:10-20:30,44.122772,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-03,20:40-21:40,157.587461,6
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-03,22:10-22:20,3.686122,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-03,22:30-22:50,5.092878,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-03,23:10-0:00+1,58.843731,5
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-04,0:00-0:10,10.905431,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-04,0:40-1:00,51.363561,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-04,2:10-3:00,75.748128,5
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-04,3:10-4:20,246.915794,7
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-04,4:30-4:50,28.660294,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-04,5:40-6:10,239.767739,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-04,6:20-7:30,610.559278,7
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-04,7:40-11:40,3681.771183,24
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-04,17:00-17:50,401.794689,5
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-04,18:10-19:30,122.253789,8
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-04,19:40-20:10,71.013061,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-04,20:20-20:50,76.700533,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-04,21:00-21:40,124.821806,4
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-04,22:00-22:20,6.350761,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-04,22:40-23:40,88.513283,6
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-06,0:00-1:00,111.884667,6
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-06,1:20-2:10,66.600347,5
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-06,2:40-2:50,7.035231,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-06,3:10-4:00,138.939961,5
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-06,4:20-5:00,82.031633,4
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-06,5:40-6:00,35.242022,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-06,6:40-7:50,694.677797,7
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-06,8:00-8:30,399.436483,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-06,8:50-9:40,319.663911,5
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-06,10:00-12:00,702.003033,12
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-06,16:30-16:40,17.134717,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-06,17:50-18:00,12.031508,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-06,18:20-18:30,23.605719,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-06,18:50-19:40,73.246981,5
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-06,20:00-20:30,104.397450,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-06,20:50-21:30,131.799036,4
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-06,22:00-22:10,18.179697,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-06,22:30-23:00,56.448075,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-06,23:40-0:00+1,209.606167,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-07,0:00-0:00+1,41370.726800,144
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-08,0:50-1:00,14.936697,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-08,1:20-1:40,21.039511,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-08,1:50-2:20,32.074908,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-08,2:30-2:50,9.314478,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-08,3:30-4:00,67.054108,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-08,4:30-5:00,94.910992,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-08,5:40-6:10,221.532094,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-08,6:20-6:50,105.979633,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-08,7:00-7:30,353.969575,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-08,7:40-8:40,804.200844,6
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-08,9:00-9:30,19.006567,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-08,13:30-14:00,124.090958,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-08,15:50-16:00,17.423239,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-08,16:50-17:40,229.864681,5
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-08,18:50-19:00,2.740642,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-08,19:30-20:00,21.566817,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-08,20:30-20:50,30.414539,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-08,21:00-21:40,174.786022,4
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-08,22:10-22:20,9.754281,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-08,23:40-23:50,2.316656,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-09,0:10-1:10,147.476269,6
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-09,2:30-2:50,10.066672,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-09,3:00-3:40,49.010394,4
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-09,4:30-4:50,26.481211,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-09,5:50-6:40,205.513017,5
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-09,7:00-7:30,308.130542,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-09,7:40-8:50,1047.063233,7
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-09,9:00-9:20,251.747617,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-09,13:50-14:00,47.733389,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-09,14:40-15:00,134.249950,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-09,17:00-17:40,381.277294,4
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-09,18:10-19:00,147.081714,5
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-09,19:20-19:50,89.874767,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-09,20:10-20:40,34.859958,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-09,20:50-21:40,243.317658,5
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-09,22:30-22:50,53.918878,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-09,23:30-23:50,19.456528,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-10,0:20-0:40,16.983267,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-10,1:10-1:30,52.060011,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-10,1:50-2:20,51.062239,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-10,2:30-3:00,28.713425,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-10,3:10-3:30,8.315911,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-10,3:50-4:30,38.469739,4
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-10,4:40-5:00,42.036144,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-10,5:40-6:30,273.559192,5
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-10,7:00-12:00,4826.524717,30
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-10,12:20-13:00,172.520900,4
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-10,17:00-17:40,154.452333,4
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-10,19:00-19:20,31.652372,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-10,20:50-21:40,151.143614,5
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-10,22:00-23:30,162.053000,9
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-10,23:40-0:00+1,54.705267,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-11,0:00-0:20,65.159078,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-11,0:40-1:00,45.302194,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-11,1:30-2:00,73.033233,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-11,2:10-2:30,18.697406,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-11,2:50-3:00,24.394894,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-11,3:30-3:50,28.827422,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-11,5:40-6:10,227.807422,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-11,7:00-7:30,299.693192,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-11,7:40-8:50,967.494967,7
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-11,9:00-9:50,370.926225,5
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-11,10:00-10:40,261.074650,4
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-11,15:50-16:00,29.944989,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-11,17:00-17:40,370.715128,4
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-11,18:00-18:50,53.649850,5
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-11,19:10-19:30,57.247456,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-11,20:00-20:20,63.636511,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-11,20:30-21:40,218.653889,7
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-11,22:10-22:30,26.087283,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-11,22:50-23:00,13.011508,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-11,23:30-23:40,6.342258,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-13,0:00-1:00,230.823167,6
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-13,1:10-2:00,19.715322,5
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-13,2:10-2:30,2.990217,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-13,2:40-3:00,24.909600,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-13,3:50-4:00,6.794725,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-13,5:40-6:20,134.717306,4
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-13,6:50-7:50,647.448875,6
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-13,8:00-9:20,548.230906,8
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-13,10:00-10:30,160.984442,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-13,11:00-11:20,55.058211,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-13,11:30-11:50,8.586694,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-13,12:50-13:00,46.512667,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-13,13:30-14:00,175.389825,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-13,14:10-15:00,170.285300,5
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-13,15:50-16:00,1.161167,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-13,17:10-17:20,3.786025,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-13,18:00-18:20,74.568739,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-13,19:10-19:30,30.171361,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-13,19:50-20:20,18.979300,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-13,20:50-21:50,136.301278,6
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-13,22:50-23:00,7.368069,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-13,23:20-0:00+1,279.205517,4
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-14,0:00-0:00+1,49338.352650,144
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-15,0:20-1:30,140.657256,7
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-15,1:40-2:10,87.192989,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-15,2:30-2:50,20.569811,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-15,3:00-3:10,3.163483,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-15,3:20-4:00,110.925500,4
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-15,4:40-4:50,3.167764,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-15,5:40-6:40,254.838750,6
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-15,7:00-13:00,6118.032317,36
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-15,13:30-14:00,68.620033,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-15,14:40-15:00,79.795078,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-15,17:00-17:40,315.085650,4
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-15,18:10-18:20,12.718353,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-15,18:40-19:00,68.455706,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-15,20:20-20:40,21.550344,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-15,21:00-21:10,0.266397,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-15,21:20-21:40,53.797128,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-15,22:20-23:00,69.559467,4
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-15,23:20-23:40,27.339839,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-16,0:20-0:40,32.237994,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-16,1:20-1:40,14.281533,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-16,1:50-2:10,16.323206,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-16,2:50-3:00,0.842881,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-16,3:10-3:30,13.177378,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-16,4:00-4:50,143.782803,5
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-16,5:40-6:30,255.604714,5
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-16,7:00-7:30,277.627017,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-16,7:40-8:50,945.849061,7
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-16,9:00-10:20,833.323667,8
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-16,10:30-12:00,692.622692,9
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-16,12:20-13:00,69.069644,4
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-16,17:00-17:40,339.282033,4
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-16,18:00-19:40,135.647583,10
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-16,20:10-20:20,7.486528,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-16,20:40-21:50,285.798353,7
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-16,22:00-22:20,13.906494,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-12-16,22:40-22:50,0.941689,1
